name,code,rgb,detail_url,brand_descr,lrv,collection,recommendations
Broken Arrow,1026,"rgb(184, 161, 140)",https://www.benjaminmoore.com/en-us/paint-colors/color/1026/broken-arrow,A warm mid-tone that floats between neutral and brown.,37.28,Benjamin Moore Classics® Color Collection,
Firewood,1027,"rgb(156, 128, 109)",https://www.benjaminmoore.com/en-us/paint-colors/color/1027/firewood,The subtle red undertones in this mid-tone brown make it crackle with warmth.,23.72,Benjamin Moore Classics® Color Collection,
Spanish Brown,1028,"rgb(143, 118, 98)",https://www.benjaminmoore.com/en-us/paint-colors/color/1028/spanish-brown,"As soothing as a cup of café con leche, this mid-tone brown is balanced and warm.",20.14,Benjamin Moore Classics® Color Collection,
Coconut Grove,1029,"rgb(119, 94, 75)",https://www.benjaminmoore.com/en-us/paint-colors/color/1029/coconut-grove,A moody brown with just the right amount of depth.,13.11,Benjamin Moore Classics® Color Collection,
Sweet 'n Sour,103,"rgb(218, 155, 114)",https://www.benjaminmoore.com/en-us/paint-colors/color/103/sweet-n-sour,Warm orange-brown undertones bring depth to this terra-cotta hue.,38.58,Benjamin Moore Classics® Color Collection,
Brandy Cream,1030,"rgb(226, 212, 194)",https://www.benjaminmoore.com/en-us/paint-colors/color/1030/brandy-cream,A creamy hue with the subtlest hints of beige.,66.28,Benjamin Moore Classics® Color Collection,
Carlisle Cream,1031,"rgb(220, 206, 187)",https://www.benjaminmoore.com/en-us/paint-colors/color/1031/carlisle-cream,"An inviting, softened beige with a subtle wink of warmth.",61.98,Benjamin Moore Classics® Color Collection,
Bar Harbor Beige,1032,"rgb(207, 188, 164)",https://www.benjaminmoore.com/en-us/paint-colors/color/1032/bar-harbor-beige,A hint of cool gray brings a malleable quality to this dark tan hue.,51.11,Benjamin Moore Classics® Color Collection,
Hillsborough Beige,1033,"rgb(188, 166, 140)",https://www.benjaminmoore.com/en-us/paint-colors/color/1033/hillsborough-beige,A nutty brown softened with just the right amount of depth.,39.52,Benjamin Moore Classics® Color Collection,
Clay,1034,"rgb(165, 141, 114)",https://www.benjaminmoore.com/en-us/paint-colors/color/1034/clay,"An appealing shade of brown that brings to mind a soft, supple suede.",27.85,Benjamin Moore Classics® Color Collection,
Cambridge Riverbed,1035,"rgb(138, 115, 91)",https://www.benjaminmoore.com/en-us/paint-colors/color/1035/cambridge-riverbed,"Sink into the warm undertones of this earthy, easygoing dark brown.",19.24,Benjamin Moore Classics® Color Collection,
Deer Trail,1036,"rgb(130, 108, 84)",https://www.benjaminmoore.com/en-us/paint-colors/color/1036/deer-trail,"A woodsy brown with warm, organic undertones.",17.17,Benjamin Moore Classics® Color Collection,
Muslin,1037,"rgb(225, 214, 193)",https://www.benjaminmoore.com/en-us/paint-colors/color/1037/muslin,"A warm, welcoming neutral that captures the effortless charm of organic materials.",66.54,Benjamin Moore Classics® Color Collection,
Everlasting,1038,"rgb(220, 204, 179)",https://www.benjaminmoore.com/en-us/paint-colors/color/1038/everlasting,An adaptable beige with a nice balance of warm undertones.,60.66,Benjamin Moore Classics® Color Collection,
Stone House,1039,"rgb(207, 186, 156)",https://www.benjaminmoore.com/en-us/paint-colors/color/1039/stone-house,A use-anywhere shade of medium tan suggestive of café au lait and toasted almonds.,49.42,Benjamin Moore Classics® Color Collection,
Sienna Clay,104,"rgb(189, 119, 80)",https://www.benjaminmoore.com/en-us/paint-colors/color/104/sienna-clay,Equal amounts of orange and brown come together in this classic shade of terracotta.,24.26,Benjamin Moore Classics® Color Collection,
Spice Gold,1040,"rgb(188, 164, 126)",https://www.benjaminmoore.com/en-us/paint-colors/color/1040/spice-gold,"A spiced brown with a sunbaked, golden undertone.",38.01,Benjamin Moore Classics® Color Collection,
Scarecrow,1041,"rgb(169, 142, 105)",https://www.benjaminmoore.com/en-us/paint-colors/color/1041/scarecrow,A golden brown that beams with rich amber undertones.,28.51,Benjamin Moore Classics® Color Collection,
Caramel Apple,1042,"rgb(153, 124, 87)",https://www.benjaminmoore.com/en-us/paint-colors/color/1042/caramel-apple,"A deep, woodsy brown with lush caramel undertones.",22.38,Benjamin Moore Classics® Color Collection,
Blue Ridge Mountains,1043,"rgb(130, 104, 73)",https://www.benjaminmoore.com/en-us/paint-colors/color/1043/blue-ridge-mountains,"Falling slightly warmer, this leather brown has a sense of ease to it.",14.99,Benjamin Moore Classics® Color Collection,
Lighthouse Landing,1044,"rgb(231, 217, 190)",https://www.benjaminmoore.com/en-us/paint-colors/color/1044/lighthouse-landing,This warm beige with slight yellow undertones evokes images of shimmering sands on long-forgotten beaches.,68.74,Benjamin Moore Classics® Color Collection,
Lady Finger,1045,"rgb(223, 206, 174)",https://www.benjaminmoore.com/en-us/paint-colors/color/1045/lady-finger,"Tastefully refined, this sweet beige features a slightly golden undertone.",61.47,Benjamin Moore Classics® Color Collection,
Sandy Brown,1046,"rgb(211, 192, 157)",https://www.benjaminmoore.com/en-us/paint-colors/color/1046/sandy-brown,"Warm, toasty notes give this medium tan hue an extra-welcoming feeling.",52.29,Benjamin Moore Classics® Color Collection,
Deer Path,1047,"rgb(193, 167, 125)",https://www.benjaminmoore.com/en-us/paint-colors/color/1047/deer-path,A burnished gold that evokes caramel and honey.,39.82,Benjamin Moore Classics® Color Collection,
Deep Ochre,1048,"rgb(167, 136, 91)",https://www.benjaminmoore.com/en-us/paint-colors/color/1048/deep-ochre,Deep honey tones define this earthy bronze.,26.68,Benjamin Moore Classics® Color Collection,
Toasted Marshmallow,1049,"rgb(141, 110, 67)",https://www.benjaminmoore.com/en-us/paint-colors/color/1049/toasted-marshmallow,This deeply toned brown owes its toasted golden tint to a faint caramel undertone.,16.68,Benjamin Moore Classics® Color Collection,
Terra Mauve,105,"rgb(156, 96, 64)",https://www.benjaminmoore.com/en-us/paint-colors/color/105/terra-mauve,A deep shade of burnt sienna that conveys an understated sense of luxury.,15.67,Benjamin Moore Classics® Color Collection,
Weathered Oak,1050,"rgb(133, 104, 70)",https://www.benjaminmoore.com/en-us/paint-colors/color/1050/weathered-oak,"Warm and rugged, this deep camel brown add richness and depth to any space.",15.11,Benjamin Moore Classics® Color Collection,
Lambskin,1051,"rgb(232, 220, 200)",https://www.benjaminmoore.com/en-us/paint-colors/color/1051/lambskin,The basic beige refreshed with delicate notes of peach.,71.2,Benjamin Moore Classics® Color Collection,
Sea Urchin,1052,"rgb(225, 207, 181)",https://www.benjaminmoore.com/en-us/paint-colors/color/1052/sea-urchin,A shaded beige with all-around appeal.,62.36,Benjamin Moore Classics® Color Collection,
Sierra Hills,1053,"rgb(205, 185, 159)",https://www.benjaminmoore.com/en-us/paint-colors/color/1053/sierra-hills,"A warm, reliable neutral with fawn brown undertones.",49.2,Benjamin Moore Classics® Color Collection,
Sherwood Tan,1054,"rgb(184, 161, 131)",https://www.benjaminmoore.com/en-us/paint-colors/color/1054/sherwood-tan,"Earthy and robust, this tannish brown brings to mind succulent morel mushrooms.",37.31,Benjamin Moore Classics® Color Collection,
Algonquin Trail,1055,"rgb(166, 140, 108)",https://www.benjaminmoore.com/en-us/paint-colors/color/1055/algonquin-trail,"This autumnal brown offers an inviting, enveloping vibe in any space.",28.03,Benjamin Moore Classics® Color Collection,
Edgewood Rocks,1056,"rgb(152, 124, 93)",https://www.benjaminmoore.com/en-us/paint-colors/color/1056/edgewood-rocks,"The rustic, vintage quality of this earthen, mid-tone brown makes it a homeowner favorite.",22.23,Benjamin Moore Classics® Color Collection,
Maple Valley,1057,"rgb(139, 115, 85)",https://www.benjaminmoore.com/en-us/paint-colors/color/1057/maple-valley,Add richness and depth to any space with this dark peanut brown.,19.37,Benjamin Moore Classics® Color Collection,
Mohair,1058,"rgb(230, 214, 188)",https://www.benjaminmoore.com/en-us/paint-colors/color/1058/mohair,"As soft as your favorite sweater, this color gently balances creamy white and just-right beige.",67.42,Benjamin Moore Classics® Color Collection,
Moccasin,1059,"rgb(223, 206, 179)",https://www.benjaminmoore.com/en-us/paint-colors/color/1059/moccasin,A touch of gold gives this beige a plush feeling reminiscent of shearling.,61.61,Benjamin Moore Classics® Color Collection,
Melon Ice,106,"rgb(246, 224, 200)",https://www.benjaminmoore.com/en-us/paint-colors/color/106/melon-ice,"A soft wash of peach, this pale hue soothes and refreshes.",74.39,Benjamin Moore Classics® Color Collection,
Blanched Almond,1060,"rgb(211, 190, 158)",https://www.benjaminmoore.com/en-us/paint-colors/color/1060/blanched-almond,"A mid-tone beige infused with a warm, restful quality, this hue captures the essence of contemporary, earth-tone shades.",51.34,Benjamin Moore Classics® Color Collection,
Brunswick Beige,1061,"rgb(194, 166, 128)",https://www.benjaminmoore.com/en-us/paint-colors/color/1061/brunswick-beige,"Timeless and versatile, this classic beige exudes vintage charm.",39.46,Benjamin Moore Classics® Color Collection,
Baked Cumin,1062,"rgb(182, 151, 108)",https://www.benjaminmoore.com/en-us/paint-colors/color/1062/baked-cumin,"A spiced, toasted brown with an organic, lived-in quality.",32.21,Benjamin Moore Classics® Color Collection,
Gingersnaps,1063,"rgb(170, 133, 91)",https://www.benjaminmoore.com/en-us/paint-colors/color/1063/gingersnaps,"With subtle notes of cinnamon, this sunbaked neutral balances and grounds.",26.22,Benjamin Moore Classics® Color Collection,
Gettysburgh Gold,1064,"rgb(152, 114, 72)",https://www.benjaminmoore.com/en-us/paint-colors/color/1064/gettysburgh-gold,"With golden brown undertones, this rich hue brings depth and dimension to any space.",18.52,Benjamin Moore Classics® Color Collection,
Wood Ash,1065,"rgb(238, 228, 208)",https://www.benjaminmoore.com/en-us/paint-colors/color/1065/wood-ash,"A soft, comforting hue that provides an easy neutral backdrop for any space.",76.62,Benjamin Moore Classics® Color Collection,
Barely Beige,1066,"rgb(233, 221, 197)",https://www.benjaminmoore.com/en-us/paint-colors/color/1066/barely-beige,A pleasing bisque hue that adds just the right amount of warmth and depth to a space.,71.32,Benjamin Moore Classics® Color Collection,
Blond Wood,1067,"rgb(226, 206, 175)",https://www.benjaminmoore.com/en-us/paint-colors/color/1067/blond-wood,"Endlessly versatile, this light, creamy beige evokes a relaxing meditative quality.",61.97,Benjamin Moore Classics® Color Collection,
Squire Hill Buff,1068,"rgb(218, 196, 163)",https://www.benjaminmoore.com/en-us/paint-colors/color/1068/squire-hill-buff,This mid-toned beige brings sophistication to any design style.,55.73,Benjamin Moore Classics® Color Collection,
Twilight Gold,1069,"rgb(201, 172, 134)",https://www.benjaminmoore.com/en-us/paint-colors/color/1069/twilight-gold,"A rich, versatile tan with alluring notes of caramel and rose.",42.87,Benjamin Moore Classics® Color Collection,
Wellesley Buff,107,"rgb(241, 213, 183)",https://www.benjaminmoore.com/en-us/paint-colors/color/107/wellesley-buff,Apricot and cream come together in this charming pastel hue.,66.99,Benjamin Moore Classics® Color Collection,
Barley Harvest,1070,"rgb(193, 157, 115)",https://www.benjaminmoore.com/en-us/paint-colors/color/1070/barley-harvest,An enveloping caramel hue with a sunbaked quality.,35.14,Benjamin Moore Classics® Color Collection,
Fairmont Gold,1071,"rgb(167, 127, 87)",https://www.benjaminmoore.com/en-us/paint-colors/color/1071/fairmont-gold,"This warm, versatile shade of gold-tinted brown breathes warmth into a space.",24.4,Benjamin Moore Classics® Color Collection,
Sand Dunes,1072,"rgb(234, 218, 194)",https://www.benjaminmoore.com/en-us/paint-colors/color/1072/sand-dunes,A creamy neutral enlivened by peach undertones.,70.11,Benjamin Moore Classics® Color Collection,
Malton,1073,"rgb(231, 216, 190)",https://www.benjaminmoore.com/en-us/paint-colors/color/1073/malton,"Reminiscent of tea with milk, this softened beige soothes and relaxes.",67.07,Benjamin Moore Classics® Color Collection,
Alpaca,1074,"rgb(221, 201, 172)",https://www.benjaminmoore.com/en-us/paint-colors/color/1074/alpaca,"A soft and subtle powdery neutral, this hue supports endless design possibilities.",58.73,Benjamin Moore Classics® Color Collection,
Fairway Oaks,1075,"rgb(201, 179, 148)",https://www.benjaminmoore.com/en-us/paint-colors/color/1075/fairway-oaks,A warm tan hue with a gentle cast.,46.08,Benjamin Moore Classics® Color Collection,
Capilano Bridge,1076,"rgb(192, 167, 135)",https://www.benjaminmoore.com/en-us/paint-colors/color/1076/capilano-bridge,"A light, creamy tan with a warm, nutty quality.",39.89,Benjamin Moore Classics® Color Collection,
Great Plains Gold,1077,"rgb(176, 152, 122)",https://www.benjaminmoore.com/en-us/paint-colors/color/1077/great-plains-gold,"Floating between taupe and brown, this neutral presents plenty of design possibilities.",32.56,Benjamin Moore Classics® Color Collection,
Hillcrest Tan,1078,"rgb(160, 132, 97)",https://www.benjaminmoore.com/en-us/paint-colors/color/1078/hillcrest-tan,This warm and rugged organic brown is both enveloping and inviting.,24.96,Benjamin Moore Classics® Color Collection,
Bayshore Beige,1079,"rgb(229, 213, 195)",https://www.benjaminmoore.com/en-us/paint-colors/color/1079/bayshore-beige,A slight pink undertone lightens and brightens this muted beige.,67.15,Benjamin Moore Classics® Color Collection,
Desert View,108,"rgb(241, 202, 167)",https://www.benjaminmoore.com/en-us/paint-colors/color/108/desert-view,"A powdery, soft shade of coral.",61.67,Benjamin Moore Classics® Color Collection,
White Oaks,1080,"rgb(223, 205, 187)",https://www.benjaminmoore.com/en-us/paint-colors/color/1080/white-oaks,The slightest hint of pink flatters this stunning shade of beige.,62.11,Benjamin Moore Classics® Color Collection,
King Arthur's Court,1081,"rgb(215, 194, 173)",https://www.benjaminmoore.com/en-us/paint-colors/color/1081/king-arthurs-court,A powdery beige hue softened by a whisper of pink.,55.2,Benjamin Moore Classics® Color Collection,
Cream Soda,1082,"rgb(201, 175, 152)",https://www.benjaminmoore.com/en-us/paint-colors/color/1082/cream-soda,A warm tan with a soothing softness reminiscent of brushed leather.,44.59,Benjamin Moore Classics® Color Collection,
Beach House Beige,1083,"rgb(180, 150, 122)",https://www.benjaminmoore.com/en-us/paint-colors/color/1083/beach-house-beige,"A warm, sumptuous tan deepened by cozy notes of brown.",32.87,Benjamin Moore Classics® Color Collection,
Lake Shore Trail,1084,"rgb(149, 116, 89)",https://www.benjaminmoore.com/en-us/paint-colors/color/1084/lake-shore-trail,"Like the colors of autumn, this deep brown embraces soft russet undertones.",20.29,Benjamin Moore Classics® Color Collection,
Vero Beach Tan,1085,"rgb(142, 112, 86)",https://www.benjaminmoore.com/en-us/paint-colors/color/1085/vero-beach-tan,A touch of orange brings a warm undertone to this sun-kissed brown.,18.99,Benjamin Moore Classics® Color Collection,
